#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
5338036117182452096;166.05607;-60.97991; 34; 31; 32;  16.659980; 8.188; 8.902; 7.384;  0.424; 0.035; 1.237; 0.000;   0.000; 1.050;DCEP_F       ;
5979494980409153664;259.58188;-32.38142; 15; 12; 13;  16.662200;13.609;14.241;12.739;  0.861; 0.032; 1.371; 0.000;   0.000; 1.317;OTHER        ;
6536608141936031616;352.52210;-40.24242; 25; 26; 24;  16.667010;15.013;15.650;14.253;  0.484; 0.032; 1.281; 0.000;   0.000; 1.105;OTHER        ;
4303407323363992960;298.51329;+10.69598; 26; 25; 25;  16.690850; 9.490;10.109; 8.755;  2.402; 0.048; 1.249; 0.000;   0.000; 0.995;OTHER        ;
4358180525881147264;247.84706;-02.20649; 26; 26; 26;  16.696790;14.983;15.819;14.080;  0.827; 0.052; 1.357; 0.105;   1.691; 1.157;OTHER        ;
1872631412092969728;314.36050;+39.02128; 31; 27; 26;  16.699070;15.748;16.663;14.782;  0.338; 0.037; 1.354; 0.000;   0.000; 0.901;OTHER        ;
4052025838158485504;277.22463;-26.75858; 15; 13; 13;  18.410880;12.763;13.310;11.977;  0.091; 0.048; 1.229; 0.000;   0.000; 1.012;WVIR         ;
3800962429652669824;174.77444;+04.32797; 22; 19; 20;  16.903670;16.569;16.998;15.792;  0.101; 0.088; 1.259; 0.098;   0.333; 1.048;OTHER        ;
6050413068034176256;244.14072;-23.16028; 33; 30; 30;  44.431100;12.682;13.107;12.091;  0.015; 0.046; 1.269; 0.000;   0.000; 0.991;OTHER        ;
5242728490740579712;148.52616;-69.84293; 30; 24; 24;  16.976560;14.419;15.048;13.649;  0.192; 0.021; 1.278; 0.000;   0.000; 1.002;OTHER        ;
6096871454393708416;211.14138;-45.54217; 16; 14; 15;  17.002800;13.175;13.613;12.409;  0.025; 0.046; 1.281; 0.000;   0.000; 1.160;WVIR         ;
6903017574395143040;310.61687;-09.91748; 36; 34; 33;  17.004830;15.874;16.429;15.205;  0.041; 0.062; 1.257; 0.046;   0.194; 1.096;OTHER        ;
2058374144759464064;301.11066;+34.11225; 29; 28; 28;  17.073690; 8.465; 9.242; 7.605;  0.381; 0.033; 1.376; 0.000;   0.000; 0.994;DCEP_F       ;
5878388529664102016;218.79935;-60.99798; 45; 41; 39;  17.110250; 9.851;10.959; 8.741;  0.343; 0.048; 1.326; 0.000;   0.000; 1.006;DCEP_F       ;
4175017625462647168;268.16124;-06.14360; 14; 14; 14;  17.124840; 5.522; 6.414; 4.644;  1.361; 0.083; 1.101; 0.206;  12.624; 0.789;DCEP_F       ;
4119895701646773120;266.22713;-19.39580; 15; 15; 15;  17.155360;14.305;14.908;13.310;  0.128; 0.039; 1.361; 0.000;   0.000; 1.046;WVIR         ;
3637042116582796544;201.50829;-03.37873; 17; 15; 15;  17.272440; 9.727; 9.962; 9.154;  0.399; 0.066; 1.098; 0.000;   0.000; 1.231;WVIR         ;
1829189570235590272;305.70420;+21.75916; 60; 49; 51;  17.506500;12.884;13.747;11.968;  0.367; 0.024; 1.314; 0.000;   0.000; 0.981;OTHER        ;
4041469259577608960;267.76181;-34.84708; 15; 14; 13;  17.513370;13.110;13.877;12.315;  0.138; 0.165; 1.374; 0.698;  72.354; 3.755;WVIR         ;
5254732477703157760;156.73926;-60.70611; 34; 29; 31;  17.565620;14.521;15.135;13.698;  0.085; 0.019; 1.302; 0.000;   0.000; 0.912;OTHER        ;
 557097360402739968;078.90137;+81.20201; 31; 29; 28;  17.644490;12.645;13.311;11.864;  0.703; 0.023; 1.274; 0.000;   0.000; 1.151;OTHER        ;
2198162651491732608;329.46952;+56.16389; 38; 36; 34;  17.871980; 9.828;10.846; 8.865;  0.288; 0.032; 1.299; 0.000;   0.000; 0.898;DCEP_F       ;
5253717937706836480;159.23233;-61.58131; 33; 31; 32;  18.052460;11.659;12.469;10.731;  0.066; 0.025; 1.409; 0.000;   0.000; 0.959;DCEP_F       ;
3199843995225563008;070.66065;-06.80384; 35; 33; 31;  18.102240;15.046;15.794;14.198;  0.525; 0.034; 1.300; 0.000;   0.000; 0.993;---          ;
6026596989041710336;254.88447;-32.95258; 29; 28; 28;  18.131880;12.526;13.104;11.760;  0.077; 0.041; 1.248; 0.000;   0.000; 0.981;DCEP_F       ;
5255254711361371520;157.07013;-59.35018; 32; 30; 32;  18.177580; 8.299; 8.974; 7.519;  0.320; 0.031; 1.278; 0.000;   0.000; 1.082;DCEP_F       ;
 188724234539584256;078.84160;+40.07802; 35; 31; 29;  18.190760; 9.775;10.657; 8.850;  0.172; 0.043; 1.260; 0.000;   0.000; 0.976;DCEP_F       ;
5407022014988284928;151.45791;-49.15469; 41; 37; 34;  18.263380;13.567;14.320;12.739;  0.395; 0.018; 1.299; 0.000;   0.000; 1.047;OTHER        ;
4435120673100939392;249.80493;+04.84926; 38; 37; 37;  18.342400;13.724;14.332;12.973;  0.507; 0.029; 1.266; 0.000;   0.000; 1.010;OTHER        ;
5831419690696297088;243.18707;-60.24947; 39; 36; 37;  18.657940;15.708;16.491;14.767;  0.232; 0.044; 1.387; 0.000;   0.000; 1.025;OTHER        ;
4365635279142583424;254.29894;-04.06660; 42; 39; 39;  18.686110;11.628;12.154;10.948;  0.234; 0.037; 1.086; 0.000;   0.000; 1.174;WVIR         ;
1335461398554969472;262.29931;+33.66803; 29; 21; 25;  18.724940;14.493;14.990;13.834;  0.074; 0.019; 1.249; 0.000;   0.000; 1.046;OTHER        ;
5577329081864722176;102.23505;-37.27591; 31; 30; 31;  18.778120; 9.756;10.161; 9.216;  0.371; 0.026; 1.158; 0.063;   2.032; 1.316;WVIR         ;
5351161399785606016;161.13616;-57.56536; 28; 26; 25;  18.873020; 7.148; 7.821; 6.429;  0.512; 0.041; 1.193; 0.000;   0.000; 0.924;DCEP_F       ;
5845741379403386624;211.72838;-71.37132; 30; 24; 27;  18.940190;10.821;11.506;10.032;  0.279; 0.029; 1.316; 0.000;   0.000; 1.013;---          ;
4089589175451581952;275.37255;-23.43924; 20; 15; 13;  18.951080;13.194;14.056;12.456;  0.095; 0.033; 1.276; 0.000;   0.000; 1.114;WVIR         ;
 337760939738727168;041.81749;+44.73790; 25; 25; 25;  18.977930;13.729;14.314;13.015;  0.312; 0.030; 1.259; 0.000;   0.000; 1.040;OTHER        ;
5979491265209180800;259.73404;-32.41453; 18; 16; 14;  19.089630;12.295;12.763;11.676;  0.943; 0.047; 1.341; 0.000;   0.000; 0.927;OTHER        ;
6059700127404165248;189.95127;-59.58334; 37; 36; 37;  19.148800;16.184;17.044;15.234;  0.234; 0.043; 1.351; 0.000;   0.000; 0.944;OTHER        ;
3458316535848945408;090.21282;+39.72040; 17; 14; 15;  19.206600;12.898;13.744;12.023;  0.499; 0.036; 1.300; 0.000;   0.000; 0.994;---          ;
3137895792132452736;114.17452;+03.90551; 29; 27; 27;  19.448130;11.381;12.053;10.586;  2.840; 0.035; 1.262; 0.000;   0.000; 1.073;OTHER        ;
3642838565790179456;214.98981;-03.83576; 16; 15; 15;  19.486970;16.513;16.926;15.960; -0.039; 0.119; 1.230; 0.236;   1.828; 1.153;WVIR         ;
5311352065144961024;137.10059;-53.49457; 38; 30; 31;  19.500230;12.303;13.014;11.412;  0.174; 0.027; 1.324; 0.000;   0.000; 1.084;WVIR         ;
4204374860822574208;287.48541;-08.15969; 16; 14; 12;  19.686230;16.513;17.287;15.529;  0.129; 0.071; 1.404; 0.000;   0.000; 0.985;OTHER        ;
6647640365167706240;271.84168;-58.96168; 23; 21; 22;  20.071740;10.199;10.430; 9.504;  0.353; 0.037; 1.281; 0.000;   0.000; 0.922;WVIR         ;
1873250780732545920;314.33680;+40.17749; 37; 32; 34;  20.140340; 9.274;10.356; 8.277;  0.350; 0.028; 1.322; 0.000;   0.000; 0.983;DCEP_F       ;
 667583091989865472;119.90842;+17.74160; 27; 25; 26;  20.204990;11.624;12.264;10.896;  0.922; 0.046; 1.254; 0.000;   0.000; 1.098;OTHER        ;
5830310390873722112;247.40532;-61.59438; 48; 47; 47;  20.361050;15.924;16.644;15.098;  0.158; 0.044; 1.305; 0.000;   0.000; 1.032;OTHER        ;
5523162573544337408;129.25540;-44.11465; 22; 25; 25;  20.497640; 6.657; 7.310; 5.897;  0.547; 0.032; 3.470; 0.000;   0.000; 0.971;DCEP_F       ;
6851491573302994304;298.85748;-24.46151; 26; 23; 25;  20.663020;11.648;12.571;10.705;  0.184; 0.049; 1.373; 0.000;   0.000; 1.207;WVIR         ;
5937099633141128448;251.32962;-51.34264; 32; 30; 31;  20.853060; 9.596;10.514; 8.672;  0.248; 0.047; 1.336; 0.000;   0.000; 0.946;DCEP_F       ;
5900710814725780736;226.91148;-50.95968; 38; 38; 38;  20.909280;12.122;12.671;11.419;  1.105; 0.038; 1.250; 0.000;   0.000; 0.968;OTHER        ;
5546644877742250624;124.03649;-33.73745; 35; 32; 30;  20.986100;16.163;16.951;15.270;  0.387; 0.042; 1.316; 0.000;   0.000; 0.992;OTHER        ;
4161479334488856320;265.31484;-13.53741; 15; 16; 15;  21.055330;12.336;13.116;11.523;  0.133; 0.042; 1.308; 0.000;   0.000; 1.144;WVIR         ;
1285665719523300480;216.67997;+31.87115; 43; 39; 39;  21.191340; 9.741;10.322; 9.027;  3.510; 0.033; 1.215; 0.000;   0.000; 1.228;OTHER        ;
5855676944429471872;190.80992;-69.05656; 39; 38; 37;  21.251670;11.667;12.340;10.895;  0.181; 0.025; 1.567; 0.000;   0.000; 1.154;WVIR         ;
4644478166748030976;035.20622;-73.08565; 30; 25; 29;  21.367290;13.629;14.022;13.062; -0.052; 0.015; 1.226; 0.000;   0.000; 1.229;DCEP_F       ;
1964010169902699648;320.47800;+37.45917; 38; 33; 34;  21.567450;11.312;11.840;10.681;  0.121; 0.030; 1.469; 0.000;   0.000; 1.025;WVIR         ;
5297180051761325056;135.41340;-63.26336; 41; 39; 39;  21.571250;14.937;15.684;14.082;  0.096; 0.024; 1.330; 0.000;   0.000; 1.069;OTHER        ;
4094784475310672128;274.24882;-19.07583; 15; 14; 15;  21.834100; 7.484; 8.427; 6.625;  0.513; 0.077; 1.290; 0.000;   0.000; 1.020;DCEP_F       ;
4103564728516764032;280.45457;-14.50543; 17; 15; 13;  11.036080;13.648;14.576;12.940;  0.080; 0.039; 1.354; 0.000;   0.000; 0.951;DCEP_F       ;
1734225231970510336;311.65460;+03.58025; 37; 33; 32;  22.078450;13.587;14.216;12.817;  0.539; 0.027; 1.276; 0.000;   0.000; 1.075;OTHER        ;
4688334593204806912;001.82733;-74.47599; 32; 31; 31;  22.144030;16.184;16.436;15.642;  0.047; 0.036; 1.242; 0.000;   0.000; 0.929;WVIR         ;
1966768230400741504;323.67360;+42.00953; 38; 36; 34;  22.364500;15.237;15.875;14.482;  0.113; 0.028; 1.335; 0.052;   0.368; 1.155;OTHER        ;
6350220751862829952;358.65290;-83.28872; 31; 24; 29;  22.441500;14.307;15.008;13.604; -0.014; 0.016; 1.275; 0.000;   0.000; 1.001;DCEP_F       ;
4068898810519269248;267.54482;-22.84795; 16; 16; 15;  22.493030;10.265;11.339; 9.295;  0.467; 0.059; 1.456; 0.000;   0.000; 1.023;WVIR         ;
5374225477216497152;167.90281;-48.48430; 42; 37; 36;  22.593560;12.845;13.503;12.102;  0.805; 0.027; 1.259; 0.000;   0.000; 0.991;OTHER        ;
6743453109781022208;288.50051;-35.22178; 15; 13; 12;  22.663840;11.545;12.450;10.743;  0.003; 0.056; 1.329; 0.000;   0.000; 0.824;OTHER        ;
5346667455232777984;170.25354;-54.28272; 39; 36; 36;  22.705230;13.595;14.285;12.805;  0.262; 0.020; 1.279; 0.000;   0.000; 1.131;OTHER        ;
5600052040150252800;114.64682;-28.49960; 36; 31; 33;  23.172840; 9.217; 9.948; 8.418;  0.138; 0.026; 1.291; 0.000;   0.000; 0.957;DCEP_F       ;
4589034532709089664;278.48921;+31.64003; 32; 31; 29;  23.534720;11.842;12.198;11.338;  0.078; 0.026; 1.236; 0.000;   0.000; 1.044;WVIR         ;
5699939235553933952;124.85662;-22.92897; 46; 42; 42;  23.733860;13.105;13.748;12.348;  0.386; 0.020; 1.265; 0.000;   0.000; 1.140;OTHER        ;
5554182334876818048;091.50986;-48.50120; 22; 21; 21;  23.751460;11.825;12.478;11.058;  0.713; 0.025; 1.329; 0.000;   0.000; 1.020;OTHER        ;
4062283667519527936;270.30119;-29.53374; 16; 14; 13;  23.808110;13.066;13.955;12.104;  0.115; 0.041; 1.353; 0.000;   0.000; 0.780;WVIR         ;
4304937396883833344;298.19395;+12.66915; 27; 26; 27;  24.013040;11.379;12.066;10.597;  0.163; 0.066; 1.438; 0.084;   2.625; 1.279;WVIR         ;
1868173923229541376;315.51820;+35.37091; 39; 37; 38;  24.137790;13.782;14.587;12.905;  0.452; 0.018; 1.310; 0.000;   0.000; 1.016;OTHER        ;
5253571526514498176;159.11275;-62.19251; 36; 35; 35;  24.219760;12.415;13.323;11.489;  0.008; 0.025; 1.349; 0.000;   0.000; 1.038;DCEP_F       ;
5955679146220145280;266.00164;-43.42328; 16; 15; 16;  24.600690;12.520;13.221;11.699;  0.080; 0.040; 1.340; 0.000;   0.000; 0.993;WVIR         ;
4607984688629411968;268.97362;+35.82937; 27; 22; 23;  24.693650;15.135;15.755;14.392;  0.245; 0.029; 1.284; 0.000;   0.000; 1.005;OTHER        ;
5433200291631896064;147.09209;-37.34198; 43; 40; 40;  24.738510;13.080;13.554;12.451;  0.024; 0.022; 1.285; 0.000;   0.000; 1.002;WVIR         ;N
5855841188294884224;181.96435;-70.47444; 31; 29; 29;  25.239900;14.378;15.171;13.493;  0.435; 0.019; 1.301; 0.000;   0.000; 0.947;OTHER        ;
6760819384863769344;284.38341;-30.23151; 18; 16; 15;  25.411160;12.079;12.993;11.090;  0.126; 0.044; 1.341; 0.000;   0.000; 1.027;---          ;
4421478929255408768;229.60327;+02.04808; 16; 15; 15;  25.696770;11.216;11.641;10.731;  0.039; 0.040; 1.611; 0.000;   0.000; 0.938;WVIR         ;
6849002313335584000;306.04892;-24.95040; 27; 27; 26;  25.720430;12.641;12.945;12.025;  0.115; 0.039; 1.210; 0.000;   0.000; 1.141;OTHER        ;
4552447909634351232;265.96932;+19.77701; 40; 42; 42;  26.010200;12.758;13.439;11.976;  0.762; 0.027; 1.271; 0.000;   0.000; 1.182;OTHER        ;
5850299065592866304;206.16723;-68.47633; 37; 34; 34;  26.349810;13.043;13.753;12.294;  0.044; 0.023; 1.325; 0.000;   0.000; 1.093;RVTAU        ;
5858474003300201856;193.43279;-65.89971; 38; 31; 32;  26.463920;11.933;12.635;11.091; -0.015; 0.029; 1.325; 0.000;   0.000; 1.043;DCEP_F       ;
5679054763795183616;138.01595;-21.65138; 21; 19; 19;  26.649330;12.303;13.027;11.537;  0.298; 0.036; 1.285; 0.000;   0.000; 1.054;OTHER        ;
6096564686351860992;213.33208;-44.89374; 16; 16; 16;  26.688460;12.407;12.996;11.685;  0.026; 0.061; 1.306; 0.000;   0.000; 1.013;DCEP_F       ;
2071861819554289280;299.20510;+37.37068; 28; 25; 25;  27.492440;16.947;17.823;16.006;  0.036; 0.069; 1.365; 0.136;   0.610; 1.013;OTHER        ;
 254137750389796224;070.70944;+46.70120; 22; 22; 22;  27.807550;11.768;12.796;10.787;  0.280; 0.052; 1.424; 0.000;   0.000; 1.083;RVTAU        ;
4045563527285331584;275.40532;-32.63367; 17; 13; 13;  27.937000;12.226;12.533;11.490;  0.050; 0.043; 1.276; 0.000;   0.000; 0.855;WVIR         ;
4038629530237810944;271.44022;-36.75585; 13; 14; 12;  27.995090;16.859;17.556;15.943;  0.209; 0.090; 1.385; 0.000;   0.000; 0.939;OTHER        ;
2469237382064496128;015.43888;-12.13408; 44; 39; 39;  28.130920; 9.728;10.381; 8.983;  2.384; 0.040; 1.253; 0.000;   0.000; 1.090;OTHER        ;
5355057622305532928;155.17091;-55.32138; 36; 35; 34;  28.166160; 7.824; 8.677; 6.956; -0.809; 0.177;99.999; 0.782;  64.917; 2.856;DCEP_F       ;
3503942381453995648;197.54839;-23.90418; 16; 15; 15;  28.356390;11.691;12.370;10.902;  0.987; 0.048; 1.264; 0.000;   0.000; 1.050;OTHER        ;
6749914394160095872;300.28320;-30.51083; 21; 20; 21;  28.379670;10.381;10.771; 9.836;  0.169; 0.042; 1.211; 0.000;   0.000; 1.112;RVTAU        ;
4347983002212674304;238.79551;-08.52495; 34; 32; 32;  28.424300;15.893;16.453;15.181; -0.121; 0.063; 1.295; 0.000;   0.000; 1.026;OTHER        ;
5853152985500341760;218.54942;-63.78589; 55; 51; 51;  28.533800;12.480;13.304;11.585;  0.116; 0.035; 1.323; 0.000;   0.000; 1.043;RVTAU        ;
6651451409907292160;283.84433;-52.75113; 23; 16; 17;  28.682530;10.716;11.091;10.127;  0.134; 0.047; 1.193; 0.000;   0.000; 1.164;RVTAU        ;
5993790074645845888;245.00768;-40.97018; 36; 32; 34;  28.766460;12.965;13.904;11.994;  0.052; 0.037; 1.351; 0.000;   0.000; 0.983;RVTAU        ;N
4534830881510613248;284.57824;+26.27071; 38; 37; 36;  28.791980;12.661;13.388;11.833;  0.553; 0.026; 1.286; 0.000;   0.000; 1.161;OTHER        ;
5964193485048327808;252.91061;-45.42671; 27; 26; 26;  28.865090; 8.854;10.111; 7.762;  0.504; 0.045; 1.404; 0.000;   0.000; 1.022;DCEP_F       ;
5583633410960028160;099.18480;-33.17694; 30; 29; 29;  28.899550;11.178;11.795;10.499;  0.795; 0.029; 1.281; 0.000;   0.000; 0.908;OTHER        ;
5228604301815531136;168.96832;-69.91296; 29; 27; 27;  29.112750; 9.888;10.465; 9.132;  0.281; 0.025; 1.161; 0.000;   0.000; 0.893;RVTAU        ;
5643572187846151040;126.51761;-30.11139; 37; 36; 36;  29.272690;11.076;11.663;10.336;  0.164; 0.031; 1.420; 0.000;   0.000; 1.105;RVTAU        ;
6706868891897261056;274.96550;-47.68510; 19; 17; 19;  29.366590;14.870;15.105;14.474;  0.116; 0.036; 1.211; 0.000;   0.000; 1.013;OTHER        ;
5344465030359861504;176.73361;-54.17028; 38; 35; 33;  29.626030;13.564;14.293;12.741;  0.422; 0.022; 1.301; 0.000;   0.000; 0.989;OTHER        ;
5597379741549105280;119.59202;-29.13008; 32; 30; 30;  30.090210; 8.124; 8.998; 7.264;  0.290; 0.034; 1.283; 0.000;   0.000; 1.136;DCEP_F       ;
 863106873934524928;176.09960;+62.96938; 32; 31; 29;  30.294930;12.156;12.724;11.447;  1.471; 0.029; 1.259; 0.000;   0.000; 1.128;OTHER        ;
5938140458294493696;256.31922;-50.28895; 26; 23; 21;  30.402840;13.303;14.037;12.466;  0.119; 0.040; 1.298; 0.244;  13.960; 1.945;---          ;
5336254496038515456;175.17180;-59.58221; 35; 27; 29;  30.611930;10.514;11.115; 9.799;  2.058; 0.027; 1.247; 0.000;   0.000; 1.128;OTHER        ;
5613770715449099136;115.37912;-26.69122; 38; 31; 32;  31.374910;16.724;17.129;15.984; -0.180; 0.202; 1.354; 1.548; 111.452; 3.193;---          ;
5238808628736339584;164.28834;-65.13474; 30; 28; 27;  15.716240; 8.660; 9.313; 7.853;  0.266; 0.027; 1.362; 0.000;   0.000; 0.938;DCEP_F       ;
4109399557488476160;258.63414;-25.78776; 17; 15; 17;  31.640540;13.003;13.943;12.055;  0.123; 0.074; 1.362; 0.000;   0.000; 0.815;RVTAU        ;N
6579966558345051904;318.95550;-43.19448; 31; 32; 31;  31.739040;11.306;11.685;10.794;  0.040; 0.044; 1.303; 0.000;   0.000; 1.033;RVTAU        ;
5181126079750184704;044.54337;-06.19727; 17; 16; 16;  32.302520;12.841;13.285;12.200;  0.019; 0.035; 1.219; 0.000;   0.000; 1.017;RVTAU        ;
1806862028132532608;301.32530;+14.34608; 49; 44; 44;  33.395780;15.329;16.052;14.495;  0.139; 0.036; 1.295; 0.000;   0.000; 1.058;OTHER        ;
5433591404236818176;146.29650;-35.78852; 53; 52; 52;  33.618070;12.692;13.391;11.897;  0.413; 0.031; 1.272; 0.000;   0.000; 0.970;OTHER        ;
6879691160336671744;303.73004;-12.94297; 34; 30; 30;  33.644400;11.245;11.646;10.621;  0.030; 0.055; 1.339; 0.000;   1.861; 1.131;---          ;
5864135319959353600;204.15366;-64.55832; 38; 35; 34;  34.050970; 9.100;10.180; 8.119;  0.190; 0.036; 1.395; 0.000;   0.000; 0.951;DCEP_F       ;
4042055226200349312;269.71191;-35.09201; 18; 12; 14;  34.683380;12.450;13.274;11.749;  0.069; 0.042; 1.232; 0.000;   0.000; 0.935;RVTAU        ;
6070968261816221696;181.73333;-59.35756; 39; 37; 35;  34.916760;11.970;12.768;11.078;  0.071; 0.030; 1.318; 0.000;   0.000; 1.007;---          ;
1852749557493420032;317.64790;+30.67240; 39; 39; 39;  35.203350;10.946;11.497;10.259;  0.132; 0.034; 1.264; 0.000;   0.000; 1.095;RVTAU        ;
4052922352453886976;275.94527;-25.67236; 19; 15; 14;  35.492640;14.560;15.423;13.630;  0.030; 0.037; 1.278; 0.000;   0.000; 0.863;RVTAU        ;
5242925475122727040;152.67520;-69.58072; 28; 23; 23;  35.599310;17.110;17.855;16.333;  0.111; 0.073; 1.271; 0.000;   0.000; 0.979;OTHER        ;
3243836520604626304;054.94829;-07.53298; 21; 22; 22;  35.832200;11.100;11.815;10.295;  1.236; 0.037; 1.257; 0.000;   0.000; 1.063;OTHER        ;
6761158378053562240;282.41030;-30.28698; 16; 16; 16;  36.183730;14.496;15.064;13.782;  0.031; 0.034; 1.261; 0.000;   0.000; 1.075;RVTAU        ;
4056323623023553920;269.05702;-29.65072; 18; 14; 16;  36.562340;13.402;14.437;12.334;  0.186; 0.055; 1.402; 0.207;   4.303; 1.194;RVTAU        ;
4035680292139180416;269.89367;-39.58526; 17; 15; 16;  36.784120;12.162;12.713;11.433;  0.114; 0.042; 1.268; 0.000;   0.000; 0.929;RVTAU        ;
4496817740870705280;270.01533;+14.15364; 19; 17; 18;  37.110670;13.796;14.158;13.244; -0.051; 0.022; 1.228; 0.000;   0.000; 0.874;---          ;
5922830033721226624;261.57618;-55.23223; 23; 23; 22;  37.480900;10.670;11.160;10.021;  0.158; 0.036; 1.329; 0.000;   0.000; 1.061;---          ;
4364496842226016384;255.78631;-05.31397; 34; 29; 30;  38.450190;13.577;14.336;12.666;  0.005; 0.025; 1.334; 0.000;   0.000; 1.008;---          ;
5338359442320395904;164.45073;-59.73218; 27; 34; 28;  38.717910; 5.924; 6.571; 5.176;  0.479; 0.029; 1.764; 0.090;   2.997; 0.995;DCEP_F       ;
2950541415941942016;099.92086;-14.74467; 18; 15; 14;  39.056530;16.460;17.086;15.655; -0.027; 0.097; 1.256; 0.424;   6.213; 1.475;---          ;
1149972618717814528;100.08337;+84.34324; 35; 28; 27;  39.115650; 9.920;10.614; 9.113;  1.869; 0.022; 1.280; 0.000;   0.000; 1.310;OTHER        ;
3799150778087557888;173.57656;+01.20337; 23; 21; 20;  39.160230;12.931;13.754;12.069;  0.011; 0.053; 1.305; 0.000;   0.000; 0.900;---          ;
5546476927338700416;123.26755;-34.57851; 31; 32; 30;  41.464110; 6.459; 7.299; 5.580;  0.584; 0.026; 1.212; 0.000;   0.000; 1.000;DCEP_F       ;
 469128905405009792;065.19848;+57.44126; 69; 63; 65;  43.277400; 9.070; 9.906; 8.188;  0.567; 0.038; 1.277; 0.000;   0.000; 1.076;---          ;
1807032108840574336;302.02270;+15.27851; 50; 49; 48;  44.127470;12.092;12.560;11.439;  0.156; 0.035; 1.269; 0.000;   0.000; 1.135;OTHER        ;
2286511945530042496;346.49559;+81.17839; 30; 29; 29;  44.341820;12.492;13.183;11.692;  0.525; 0.021; 1.271; 0.000;   0.000; 0.991;OTHER        ;
